time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,real_executed_time,JCT,duration,pending_time,job_counter,promote
2163.5262566263027,1,8,1534.0,1800.0011818408966,2163.5262566263027,363.5250747854061,363.5250747854061,629.5262566263027,281.0,266.0011818408966,1,0
4859.511816107143,0,8,0.0,0.00025582313537597656,4859.511816107143,4859.511560284008,4859.511560284008,4859.511816107143,5095.0,0.00025582313537597656,3,0
7949.610156471079,11,8,7371.0,7560.004784822464,7949.610156471079,389.6053716486149,389.6053716486149,578.6101564710789,388.0,189.004784822464,1,0
16702.7519030571,26,8,16357.0,16560.010533332825,16702.7519030571,142.74136972427368,142.74136972427368,345.7519030570984,62.0,203.0105333328247,1,0
16890.999430971144,28,8,16424.0,16560.010533332825,16890.999430971144,330.98889763831903,330.98889763831903,466.99943097114374,216.0,136.0105333328247,1,0
17037.684723997118,30,8,16519.0,16560.010533332825,17037.684723997118,477.67419066429284,477.67419066429284,518.6847239971175,233.0,41.01053333282471,2,0
17743.457612991333,15,8,14194.0,14400.008748531342,17743.457612991333,3343.4488644599915,3343.4488644599915,3549.457612991333,1614.0,206.00874853134155,5,0
18515.32053232193,27,8,16395.0,16560.010533332825,18515.32053232193,1955.3099989891052,1955.3099989891052,2120.32053232193,1160.0,165.0105333328247,4,0
18830.367147693632,31,8,18495.0,18720.013291835785,18830.367147693632,110.35385585784752,110.35385585784752,335.36714769363243,16.0,225.0132918357849,1,0
21547.878671741484,33,8,20909.0,21240.015318393707,21547.878671741484,307.86335334777687,307.86335334777687,638.8786717414841,162.0,331.0153183937073,1,0
21339.65888364315,29,8,16505.0,16560.010533332825,21339.65888364315,4779.648350310326,4779.648350310326,4834.658883643151,2996.0,55.01053333282471,7,0
21842.01216425896,14,8,14177.0,14400.008748531342,21842.01216425896,7442.003415727617,7442.003415727617,7665.012164258958,3545.0,223.00874853134155,10,0
27477.862280750276,32,8,20893.0,21240.015318393707,27477.862280750276,6237.846962356569,6237.846962356569,6584.862280750276,3929.0,347.0153183937073,3,0
55969.17418115616,4,8,6865.0,7200.004095554352,55969.17418115616,48769.17008560181,48769.17008560181,49104.17418115616,28662.0,335.0040955543518,16,0
71068.59834170341,10,8,7089.0,7200.004095554352,71068.59834170341,63868.59424614906,63868.59424614906,63979.598341703415,43296.0,111.0040955543518,17,0
74141.764220047,16,8,16116.0,16200.009850263596,74141.764220047,57941.754369783404,57941.754369783404,58025.764220047,37147.0,84.00985026359558,13,0
77973.08227887153,25,8,16266.0,16560.010533332825,77973.08227887153,61413.071745538706,61413.071745538706,61707.08227887153,40549.0,294.0105333328247,13,0
78624.63844323158,24,8,16261.0,16560.010533332825,78624.63844323158,62064.62790989876,62064.62790989876,62363.63844323158,40983.0,299.0105333328247,14,0
90441.58621072769,17,8,16122.0,16200.009850263596,90441.58621072769,74241.5763604641,74241.5763604641,74319.58621072769,52940.0,78.00985026359558,16,0
93756.05616092682,20,8,16189.0,16200.009850263596,93756.05616092682,77556.04631066322,77556.04631066322,77567.05616092682,48009.0,11.009850263595581,17,0
106353.78154149055,34,8,98995.0,99000.04993057251,106353.78154149055,7353.731610918039,7353.731610918039,7358.781541490549,5237.0,5.049930572509766,1,0
114036.54167873209,35,1,107845.0,108000.05441498756,114036.54167873209,6036.487263744522,6036.487263744522,6191.541678732086,5794.0,155.0544149875641,1,0
121095.41147174835,21,8,16194.0,16200.009850263596,121095.41147174835,104895.40162148475,104895.40162148475,104901.41147174835,53691.0,6.009850263595581,22,0
129883.45860516548,9,8,7065.0,7200.004095554352,129883.45860516548,122683.45450961113,122683.45450961113,122818.45860516548,62371.0,135.0040955543518,28,0
174380.35272049904,36,8,172977.0,173160.08023047447,174380.35272049904,1220.2724900245667,1220.2724900245667,1403.3527204990387,905.0,183.08023047447205,1,0
181254.80405640602,12,32,8552.0,8640.006031036377,181254.80405640602,172614.79802536964,129774.77587270737,172702.80405640602,52066.0,42928.028183698654,16,0
199807.002977705,37,8,198914.0,199080.09105920792,199807.002977705,726.9119184970914,726.9119184970914,893.0029777050077,359.0,166.09105920791626,1,0
231140.32155404091,18,8,16128.0,16200.009850263596,231140.32155404091,214940.31170377732,214940.31170377732,215012.32155404091,67863.0,72.00985026359558,30,0
257140.4773739598,13,32,8576.0,8640.006031036377,257140.4773739598,248500.4713429234,205660.44919026113,248564.4773739598,166341.0,42904.028183698654,21,0
262645.70329202653,39,8,261601.0,261720.11663508415,262645.70329202653,925.5866569423815,925.5866569423815,1044.7032920265337,555.0,119.11663508415222,1,0
262696.15587516787,22,8,16200.0,16200.009850263596,262696.15587516787,246496.14602490427,246496.14602490427,246496.15587516787,185678.0,0.009850263595581055,33,0
266078.56581441703,8,8,7043.0,7200.004095554352,266078.56581441703,258878.56171886268,258878.56171886268,259035.56581441703,193391.0,157.0040955543518,40,0
273184.4184841633,44,8,271995.0,272160.12268424034,273184.4184841633,1024.2957999229548,1024.2957999229548,1189.418484163296,849.0,165.1226842403412,1,0
274829.9523821397,45,1,274404.0,274680.124376297,274829.9523821397,149.8280058426899,149.8280058426899,425.95238213968696,132.0,276.12437629699707,1,0
275458.3592217749,46,1,275116.0,275400.1253399849,275458.3592217749,58.23388179001631,58.23388179001631,342.3592217749101,44.0,284.1253399848938,1,0
275823.9071050167,47,1,275456.0,275760.12583732605,275823.9071050167,63.78126769064693,63.78126769064693,367.90710501669673,53.0,304.1258373260498,1,0
276760.2904694601,48,1,276306.0,276480.1269156933,276760.2904694601,280.16355376678985,280.16355376678985,454.2904694600729,257.0,174.12691569328308,1,0
