job_id,num_gpu,submit_time,iterations,model_name,batch_size,duration,interval,iteration_time,resource_time_0,resource_time_1,resource_time_2,priority
0,4,0,1046811,shufflenet_v2_x1_0,128,927475000,11174000,886,703,62,17,0
1,4,0,1005573,resnet18,128,926133000,1456000,921,723,113,73,1
2,4,0,3027205,bert,4,575169000,603000,190,0.5,163,18,0
3,4,0,915071,resnet18,128,842781000,282000,921,723,113,73,1
4,8,0,551,resnet18,128,557000,4000,1010,784,117,77,0
5,8,0,19855,vgg16,16,4249000,5000,214,82,75,66,1
6,8,0,4165,resnet18,128,4207000,137000,1010,784,117,77,1
7,8,0,4241,shufflenet_v2_x1_0,128,4059000,249000,957,769,57,10,0
8,8,0,8078,dqn,128,4112000,146000,509,435,8,0.5,1
9,8,0,3212,vgg19,16,726000,77000,226,82,88,60,0
10,8,0,2927,a2c,64,1625000,36000,555,502,14,0.4,0
11,8,0,2075,gpt2,4,907000,216000,437,0.6,419,49,0
12,8,0,18177,bert,4,3490000,127000,192,0.5,167,59,0
13,8,0,10009,dqn,128,5095000,91000,509,435,8,0.5,1
14,8,0,278,resnet18,128,281000,28000,1010,784,117,77,0
15,8,0,460715,a2c,64,255697000,10000,555,502,14,0.4,0
16,8,0,733783,vgg19,16,165835000,15000,226,82,88,60,1
17,8,0,28378,resnet18,128,28662000,28000,1010,784,117,77,1
18,8,0,1068026,bert,4,205061000,3000,192,0.5,167,59,0
19,8,0,1077395,bert,4,206860000,5000,192,0.5,167,59,1
20,8,0,965135,vgg16,16,206539000,1000,214,82,75,66,1
21,8,0,202080,shufflenet_v2_x1_0,128,193391000,18000,957,769,57,10,0
22,8,0,142725,gpt2,4,62371000,22000,437,0.6,419,49,1
23,8,0,45241,shufflenet_v2_x1_0,128,43296000,10000,957,769,57,10,1
24,8,0,887,gpt2,4,388000,4000,437,0.6,419,49,0
25,32,0,200253,bert,4,52066000,36000,260,0.5,166,133,1
26,32,0,495062,vgg16,16,166341000,8000,336,87,67,131,0
27,8,0,15685,vgg19,16,3545000,78000,226,82,88,60,0
28,8,0,2908,a2c,64,1614000,17000,555,502,14,0.4,0
29,8,0,193473,bert,4,37147000,7000,192,0.5,167,59,0
30,8,0,275729,bert,4,52940000,6000,192,0.5,167,59,1
31,8,0,133326,dqn,128,67863000,6000,509,435,8,0.5,0
32,8,0,1270579,vgg16,16,271904000,52000,214,82,75,66,0
33,8,0,109860,gpt2,4,48009000,9000,437,0.6,419,49,1
34,8,0,279640,bert,4,53691000,5000,192,0.5,167,59,0
35,8,0,334554,a2c,64,185678000,6000,555,502,14,0.4,1
36,8,0,1056584,vgg19,16,238788000,55000,226,82,88,60,1
37,8,0,42824,shufflenet_v2_x1_0,128,40983000,6000,957,769,57,10,1
38,8,0,40147,resnet18,128,40549000,5000,1010,784,117,77,0
39,8,0,64,shufflenet_v2_x1_0,128,62000,64000,957,769,57,10,1
40,8,0,2090,a2c,64,1160000,38000,555,502,14,0.4,0
41,8,0,955,vgg19,16,216000,29000,226,82,88,60,1
42,8,0,13256,vgg19,16,2996000,81000,226,82,88,60,1
43,8,0,1030,vgg19,16,233000,14000,226,82,88,60,0
44,8,0,36,gpt2,4,16000,572000,437,0.6,419,49,0
45,8,0,17384,vgg19,16,3929000,584000,226,82,88,60,1
46,8,0,160,resnet18,128,162000,16000,1010,784,117,77,0
47,8,0,11983,gpt2,4,5237000,86000,437,0.6,419,49,1
48,1,0,13600,gpt2,4,5794000,535000,426,0.6,410,0,0
49,8,0,1630,a2c,64,905000,268000,555,502,14,0.4,0
50,8,0,375,shufflenet_v2_x1_0,128,359000,259000,957,769,57,10,0
51,8,0,1058786,bert,4,203287000,116000,192,0.5,167,59,0
52,8,0,2890,bert,4,555000,94000,192,0.5,167,59,1
53,8,0,8365,shufflenet_v2_x1_0,128,8006000,17000,957,769,57,10,0
54,32,0,323107,vgg16,16,108564000,17000,336,87,67,131,0
55,32,0,202976,bert,4,52774000,19000,260,0.5,166,133,0
56,32,0,174630,vgg16,16,58676000,9000,336,87,67,131,0
57,8,0,840,resnet18,128,849000,1000,1010,784,117,77,0
58,1,0,309,gpt2,4,132000,25000,426,0.6,410,0,1
