time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,real_executed_time,JCT,duration,pending_time,job_counter,promote
2135.1491425384174,1,8,1534.0,1800.0012040138245,2135.1491425384174,335.147938524593,335.147938524593,601.1491425384174,281.0,266.00120401382446,1,0
4861.5193496357315,0,8,0.0,0.0002770423889160156,4861.5193496357315,4861.519072593343,4861.519072593343,4861.5193496357315,5095.0,0.0002770423889160156,3,0
7951.493338324807,11,8,7371.0,7560.004474163055,7951.493338324807,391.48886416175174,391.4888641617515,580.4933383248072,388.0,189.00447416305542,1,0
16647.56955179301,26,8,16357.0,16560.009750127792,16647.56955179301,87.5598016652184,87.5598016652194,290.56955179301076,62.0,203.00975012779236,1,0
16835.195632522755,28,8,16424.0,16560.009750127792,16835.195632522755,275.1858823949624,275.18588239496404,411.19563252275475,216.0,136.00975012779236,1,0
16823.09249308326,30,8,16519.0,16560.009750127792,16823.09249308326,263.08274295546653,263.0827429554679,304.0924930832589,233.0,41.00975012779236,1,0
18809.186522483826,31,8,18495.0,18720.011513710022,18809.186522483826,89.17500877380371,89.17500877380371,314.1865224838257,16.0,225.01151371002197,1,0
18805.620932184567,15,8,14194.0,14400.007978439331,18805.620932184567,4405.612953745236,1885.610507809032,4611.620932184567,1614.0,2726.010424375534,2,0
19679.02797229507,27,8,16395.0,16560.009750127792,19679.02797229507,3119.0182221672767,1319.0170272133566,3284.027972295069,1160.0,1965.0109450817108,3,0
20933.934688897567,29,8,16505.0,16560.009750127792,20933.934688897567,4373.924938769775,3293.9234510378406,4428.934688897567,2996.0,1135.011237859726,3,0
21465.575965959375,33,8,20909.0,21240.014045238495,21465.575965959375,225.56192072088015,225.5619207208807,556.575965959375,162.0,331.0140452384949,1,0
25521.17515418313,32,8,20893.0,21240.014045238495,25521.17515418313,4281.161108944634,4281.161108944632,4628.175154183129,3929.0,347.0140452384949,2,0
57061.5527534875,16,8,16116.0,16200.009067773819,57061.5527534875,40861.54368571368,39781.541802206906,40945.5527534875,37147.0,1164.0109512805939,6,0
59177.128333330154,14,8,14177.0,14400.007978439331,59177.128333330154,44777.12035489082,4097.103251457214,45000.128333330154,3545.0,40903.02508187294,3,0
92371.38694887162,25,8,16266.0,16560.009750127792,92371.38694887162,75811.37719874382,43771.365957784656,76105.38694887162,40549.0,32334.02099108696,8,0
92821.34405179457,24,8,16261.0,16560.009750127792,92821.34405179457,76261.33430166678,44221.32306070761,76560.34405179457,40983.0,32339.02099108696,9,0
104463.0170954054,34,8,98995.0,99000.04260897636,104463.0170954054,5462.974486429041,5462.9744864290415,5468.017095405405,5237.0,5.042608976364136,1,0
114000.16673443967,35,1,107845.0,108000.04683709145,114000.16673443967,6000.119897348224,6000.119897348231,6155.16673443967,5794.0,155.04683709144592,1,0
118925.29354809414,17,8,16122.0,16200.009067773819,118925.29354809414,102725.28448032032,56645.26632116925,102803.29354809414,52940.0,46158.027226924896,11,0
128297.5984984658,10,8,7089.0,7200.003844976425,128297.5984984658,121097.59465348937,45497.56114185073,121208.5984984658,43296.0,75711.03735661507,6,0
139607.25200455406,20,8,16189.0,16200.009067773819,139607.25200455406,123407.24293678024,51047.212320735234,123418.25200455406,48009.0,72371.03968381882,6,0
153513.6799598824,4,8,6865.0,7200.003844976425,153513.6799598824,146313.67611490597,32913.629960168495,146648.6799598824,28662.0,113735.0499997139,7,0
174151.23522751115,36,8,172977.0,173160.07170271873,174151.23522751115,991.1635247924132,991.1635247924112,1174.235227511148,905.0,183.07170271873474,1,0
199511.45805394434,37,8,198914.0,199080.08124685287,199511.45805394434,431.3768070914666,431.37680709145286,597.4580539443414,359.0,166.08124685287476,1,0
250105.14080554355,21,8,16194.0,16200.009067773819,250105.14080554355,233905.13173776973,42385.05942088474,233911.14080554355,53691.0,191526.0813846588,8,0
262375.3787536881,39,8,261601.0,261720.10446929932,262375.3787536881,655.2742843888118,655.2742843888022,774.3787536881282,555.0,119.1044692993164,1,0
273082.0816794742,44,8,271995.0,272160.11000585556,273082.0816794742,921.9716736186529,921.9716736186634,1087.0816794742132,849.0,165.1100058555603,1,0
274834.10772033606,45,1,274404.0,274680.1117517948,274834.10772033606,153.99596854124684,153.995968541232,430.1077203360619,132.0,276.11175179481506,1,0
275438.29808800435,40,8,263615.0,263880.10619211197,275438.29808800435,11558.191895892378,9038.189784219048,11823.298088004347,8006.0,2785.108303785324,4,0
275462.6464879513,46,1,275116.0,275400.1127536297,275462.6464879513,62.53373432159424,62.53373432159424,346.6464879512787,44.0,284.11275362968445,1,0
275826.6722951499,47,1,275456.0,275760.11332058907,275826.6722951499,66.55897456081584,66.55897456082431,370.6722951498814,53.0,304.11332058906555,1,0
276766.03363391705,48,1,276306.0,276480.11458206177,276766.03363391705,285.91905185527867,285.9190518552607,460.03363391704625,257.0,174.11458206176758,1,0
278742.13523101376,50,4,278218.0,278280.116607666,278742.13523101376,462.0186233477434,462.0186233477159,524.135231013759,449.0,62.116607666015625,1,0
278943.3185939789,49,1,277329.0,277560.115840435,278943.3185939789,1383.2027535438538,1383.2027535438538,1614.3185939788818,1659.0,231.11584043502808,2,0
279703.2100156004,51,1,278883.0,279000.1173760891,279703.2100156004,703.0926395112765,703.0926395112817,820.2100156003726,660.0,117.11737608909607,1,0
279685.43929709523,52,1,278981.0,279000.1173760891,279685.43929709523,685.3219210061361,685.321921006116,704.4392970952322,831.0,19.11737608909607,1,0
279948.13317926583,53,4,278991.0,279000.1173760891,279948.13317926583,948.0158031767351,948.0158031767065,957.1331792658311,828.0,9.11737608909607,2,0
