time,queue_length,blocking_index,gpu_util,cpu_util,io_read_speed
0,0,0,0.0,0.0,0.0
0.0002770423889160156,0,0,12.5,7.06,41.47199288253519
360.0006568431854,0,0,12.5,7.06,41.47199288253519
720.0008022785187,0,0,12.5,7.06,41.47199288253519
1080.0009169578552,0,0,12.5,7.06,41.47199288253519
1440.0010192394257,0,0,12.5,7.06,41.47199288253519
1800.0012040138245,0,0,19.010416666666668,27.913333333333327,8107.490835746144
2160.001633167267,0,0,12.448863636363637,7.133333333333334,41.48342866671807
2520.002009153366,0,0,12.448863636363637,7.133333333333334,41.48342866671807
2880.0021362304688,0,0,12.448863636363637,7.133333333333334,41.48342866671807
3240.002241373062,0,0,12.448863636363637,7.133333333333334,41.48342866671807
3600.0023527145386,0,0,12.448863636363637,7.133333333333334,41.48342866671807
3960.002455472946,0,0,12.448863636363637,7.133333333333334,41.48342866671807
4320.002555847168,0,0,12.448863636363637,7.133333333333334,41.48342866671807
4680.0026569366455,0,0,12.448863636363637,7.133333333333334,41.48342866671807
5040.002757310867,0,0,12.448863636363637,7.133333333333334,41.48342866671807
5400.002864599228,0,0,12.448863636363637,7.133333333333334,41.48342866671807
5760.00297832489,0,0,12.448863636363637,7.133333333333334,41.48342866671807
6120.003077983856,0,0,12.448863636363637,7.133333333333334,41.48342866671807
6480.003178834915,0,0,12.448863636363637,7.133333333333334,41.48342866671807
6840.003317832947,0,0,6.948102678571429,35.95333333333333,7704.923132885368
7200.003844976425,1,2.1080323361898654e-05,38.114424818840575,135.87666666666667,37325.54969466732
7560.004474163055,2,0.0006196547839499047,48.99876544424778,129.87666666666664,36842.81801427574
7920.005014419556,2,0.0021076015538642177,48.99876544424778,129.87666666666664,36842.81801427574
8280.005167484283,1,0.010523640442194688,37.75470528441579,133.54666666666665,37375.01704113807
8640.005776166916,9,0.004277513192558338,32.625,157.24,20367.958480266094
9000.006208181381,9,0.00818353640488664,32.625,157.24,20367.958480266094
9360.006358861923,9,0.012089556564727398,32.625,157.24,20367.958480266094
9720.006479501724,9,0.015995576398624572,32.625,157.24,20367.958480266094
10080.0065908432,9,0.019901596131634443,32.625,157.24,20367.958480266094
10440.006698608398,9,0.02380761582584151,32.625,157.24,20367.958480266094
10800.006815195084,9,0.027713635615762164,32.625,157.24,20367.958480266094
11160.006925344467,9,0.03161965533583777,32.625,157.24,20367.958480266094
11520.00703239441,9,0.03552567502228427,32.625,157.24,20367.958480266094
11880.007147789001,9,0.03943169479927066,32.625,157.24,20367.958480266094
12240.007256031036,9,0.04333771449865142,32.625,157.24,20367.958480266094
12600.007362604141,9,0.047243734179924224,32.625,157.24,20367.958480266094
12960.007480859756,9,0.05114975398795285,32.625,157.24,20367.958480266094
13320.007588863373,9,0.055055773684746775,32.625,157.24,20367.958480266094
13680.007695674896,9,0.058961793368606435,32.625,157.24,20367.958480266094
14040.007807016373,9,0.0628678131016163,32.625,157.24,20367.958480266094
14400.007978439331,8,0.06814512499203906,17.677738927738922,142.69333333333333,29058.8194863791
14760.00847697258,8,0.07300861994120057,17.677738927738922,142.69333333333333,29058.8194863791
15120.008627414703,8,0.0778721101877591,17.677738927738922,142.69333333333333,29058.8194863791
15480.008744955063,8,0.08273559998982499,17.677738927738922,142.69333333333333,29058.8194863791
15840.008857011795,8,0.0875990897178088,17.677738927738922,142.69333333333333,29058.8194863791
16200.009067773819,12,0.3314816421700342,27.43641588533364,153.53666666666666,77760.36139754005
16560.009750127792,20,0.48243942636732956,12.767274627254466,153.87333333333336,82509.72280984317
16920.010318756104,17,0.9109888550858797,13.719575471698114,166.90666666666664,111788.52893301545
17280.010942220688,17,1.2672781992580355,13.719575471698114,166.90666666666664,111788.52893301545
17640.011118412018,17,1.6235671007679182,13.719575471698114,166.90666666666664,111788.52893301545
18000.01123690605,17,1.9798559451753113,13.719575471698114,166.90666666666664,111788.52893301545
18360.011362552643,17,2.336144796661525,13.719575471698114,166.90666666666664,111788.52893301545
18720.011513710022,18,0.06647117240492927,38.5731635551948,145.13666666666666,50539.64535519307
19080.012241363525,16,0.19163567042554258,13.368054115695625,166.28333333333336,111770.54768726965
19440.012825727463,16,0.22769560414767337,13.368054115695625,166.28333333333336,111770.54768726965
19800.013001441956,15,0.208799532201451,12.202025590715241,159.58666666666667,98286.03615523817
20160.013570308685,15,0.2250855820534356,12.202025590715241,159.58666666666667,98286.03615523817
20520.01375079155,15,0.24137161433533963,12.202025590715241,159.58666666666667,98286.03615523817
20880.013873577118,15,0.25765764400707825,12.202025590715241,159.58666666666667,98286.03615523817
21240.014045238495,16,0.2617573093022167,12.890545406833732,158.01666666666665,97388.92085592689
21600.014632463455,15,0.29183977026876295,13.490434565434565,167.62333333333333,111051.16264096621
21960.01520061493,15,0.3089119443354134,13.490434565434565,167.62333333333333,111051.16264096621
22320.015364170074,15,0.32598409921504157,13.490434565434565,167.62333333333333,111051.16264096621
22680.015481233597,15,0.34305625188991473,13.490434565434565,167.62333333333333,111051.16264096621
23040.015595436096,15,0.36012840442911054,13.490434565434565,167.62333333333333,111051.16264096621
23400.015707969666,15,0.3772005568891614,13.490434565434565,167.62333333333333,111051.16264096621
23760.015825033188,15,0.3942727095640344,13.490434565434565,167.62333333333333,111051.16264096621
24120.015938282013,15,0.41134486205800447,13.490434565434565,167.62333333333333,111051.16264096621
24480.016049146652,15,0.42841701443891017,13.490434565434565,167.62333333333333,111051.16264096621
24840.016159296036,15,0.44548916678589656,13.490434565434565,167.62333333333333,111051.16264096621
25200.016271591187,15,0.4625613192346409,13.490434565434565,167.62333333333333,111051.16264096621
25560.016385555267,14,0.4655340753397484,10.133784638673752,148.9466666666667,70139.83985026387
25920.0169839859,14,0.48366022146465004,10.133784638673752,148.9466666666667,70139.83985026387
26280.01715183258,14,0.5017863459095107,10.133784638673752,148.9466666666667,70139.83985026387
26640.017273902893,14,0.5199124680495166,10.133784638673752,148.9466666666667,70139.83985026387
27000.017389535904,14,0.5380385898654023,10.133784638673752,148.9466666666667,70139.83985026387
27360.017503976822,14,0.5561647116212658,10.133784638673752,148.9466666666667,70139.83985026387
27720.017617225647,14,0.5742908333171072,10.133784638673752,148.9466666666667,70139.83985026387
28080.017738580704,14,0.5924169554210996,10.133784638673752,148.9466666666667,70139.83985026387
28440.017852067947,14,0.6105430771289454,10.133784638673752,148.9466666666667,70139.83985026387
28800.017963409424,14,0.6286691987287509,10.133784638673752,148.9466666666667,70139.83985026387
29160.018075942993,14,0.6467953203885787,10.133784638673752,148.9466666666667,70139.83985026387
29520.018186807632,14,0.6649214419643755,10.133784638673752,148.9466666666667,70139.83985026387
29880.018306016922,14,0.6830475639603277,10.133784638673752,148.9466666666667,70139.83985026387
30240.01841711998,14,0.7011736855481291,10.133784638673752,148.9466666666667,70139.83985026387
30600.018528223038,14,0.7192998071359301,10.133784638673752,148.9466666666667,70139.83985026387
30960.01863884926,14,0.7374259286997222,10.133784638673752,148.9466666666667,70139.83985026387
31320.01875114441,14,0.7555520503475458,10.133784638673752,148.9466666666667,70139.83985026387
31680.01887011528,14,0.7736781723314936,10.133784638673752,148.9466666666667,70139.83985026387
32040.018983125687,14,0.7918042940153306,10.133784638673752,148.9466666666667,70139.83985026387
32400.019094228745,14,0.8099304156031316,10.133784638673752,148.9466666666667,70139.83985026387
32760.01920557022,14,0.8280565372029373,10.133784638673752,148.9466666666667,70139.83985026387
33120.01933002472,14,0.8461826594629878,10.133784638673752,148.9466666666667,70139.83985026387
33480.01944255829,14,0.8643087811228155,10.133784638673752,148.9466666666667,70139.83985026387
33840.019551754,14,0.882434902614581,10.133784638673752,148.9466666666667,70139.83985026387
34200.01966166496,14,0.90056102414236,10.133784638673752,148.9466666666667,70139.83985026387
34560.019771814346,14,0.918687145682143,10.133784638673752,148.9466666666667,70139.83985026387
34920.01988577843,14,0.9368132674139976,10.133784638673752,148.9466666666667,70139.83985026387
35280.01999616623,14,0.9549393889657855,10.133784638673752,148.9466666666667,70139.83985026387
35640.02010536194,14,0.973065510457551,10.133784638673752,148.9466666666667,70139.83985026387
36000.02021574974,14,0.9911916320093388,10.133784638673752,148.9466666666667,70139.83985026387
36360.020337343216,14,1.009317754125336,10.133784638673752,148.9466666666667,70139.83985026387
36720.02044963837,14,1.0274438757731592,10.133784638673752,148.9466666666667,70139.83985026387
37080.02056097984,14,1.0455699973729649,10.133784638673752,148.9466666666667,70139.83985026387
37440.02067399025,14,1.0636961190568015,10.133784638673752,148.9466666666667,70139.83985026387
37800.02078413963,14,1.0818222405965847,10.133784638673752,148.9466666666667,70139.83985026387
38160.02089595795,14,1.0999483622203996,10.133784638673752,148.9466666666667,70139.83985026387
38520.0210082531,14,1.1180744838682226,10.133784638673752,148.9466666666667,70139.83985026387
38880.021117925644,14,1.136200605383997,10.133784638673752,148.9466666666667,70139.83985026387
39240.021228313446,14,1.1543267269357849,10.133784638673752,148.9466666666667,70139.83985026387
39600.02134490013,14,1.1724528487996881,10.133784638673752,148.9466666666667,70139.83985026387
39960.02145576477,14,1.190578970375485,10.133784638673752,148.9466666666667,70139.83985026387
40320.021565675735,14,1.2087050919032638,10.133784638673752,148.9466666666667,70139.83985026387
40680.02167916298,14,1.22683121361111,10.133784638673752,148.9466666666667,70139.83985026387
41040.02179932594,14,1.24495733565508,10.133784638673752,148.9466666666667,70139.83985026387
41400.02191233635,14,1.2630834573389167,10.133784638673752,148.9466666666667,70139.83985026387
41760.02202510834,14,1.281209579010749,10.133784638673752,148.9466666666667,70139.83985026387
42120.0221350193,14,1.2993357005385282,10.133784638673752,148.9466666666667,70139.83985026387
42480.02226138115,14,1.317461822894614,10.133784638673752,148.9466666666667,70139.83985026387
42840.022379398346,14,1.3355879448305443,10.133784638673752,148.9466666666667,70139.83985026387
43200.02248978615,14,1.3537140663823322,10.133784638673752,148.9466666666667,70139.83985026387
43560.02260065079,14,1.3718401879581286,10.133784638673752,148.9466666666667,70139.83985026387
43920.02271986008,14,1.389966309954081,10.133784638673752,148.9466666666667,70139.83985026387
44280.02283120155,14,1.4080924315538863,10.133784638673752,148.9466666666667,70139.83985026387
44640.022941589355,14,1.4262185531056741,10.133784638673752,148.9466666666667,70139.83985026387
45000.02305269241,14,1.4443446746934756,10.133784638673752,148.9466666666667,70139.83985026387
45360.02316880226,14,1.46247079653337,10.133784638673752,148.9466666666667,70139.83985026387
45720.02328038216,14,1.4805969181451801,10.133784638673752,148.9466666666667,70139.83985026387
46080.02339220047,14,1.4987230397689948,10.133784638673752,148.9466666666667,70139.83985026387
46440.023503780365,14,1.5168491613808048,10.133784638673752,148.9466666666667,70139.83985026387
46800.02361536026,14,1.5349752829926147,10.133784638673752,148.9466666666667,70139.83985026387
47160.02373313904,14,1.5531014049165408,10.133784638673752,148.9466666666667,70139.83985026387
47520.02384567261,14,1.5712275265763684,10.133784638673752,148.9466666666667,70139.83985026387
47880.02395653725,14,1.5893536481521655,10.133784638673752,148.9466666666667,70139.83985026387
48240.02407288551,14,1.6074797700040642,10.133784638673752,148.9466666666667,70139.83985026387
48600.02419066429,14,1.6256058919279905,10.133784638673752,148.9466666666667,70139.83985026387
48960.02430033684,14,1.6437320134437645,10.133784638673752,148.9466666666667,70139.83985026387
49320.02441096306,14,1.6618581350075565,10.133784638673752,148.9466666666667,70139.83985026387
49680.02452611923,14,1.6799842567994332,10.133784638673752,148.9466666666667,70139.83985026387
50040.024637937546,14,1.698110378423248,10.133784638673752,148.9466666666667,70139.83985026387
50400.0247490406,14,1.7162365000110487,10.133784638673752,148.9466666666667,70139.83985026387
50760.02485918999,14,1.7343626215508319,10.133784638673752,148.9466666666667,70139.83985026387
51120.024973630905,14,1.7524887433066958,10.133784638673752,148.9466666666667,70139.83985026387
51480.025084495544,14,1.7706148648824926,10.133784638673752,148.9466666666667,70139.83985026387
51840.025195121765,14,1.7887409864462849,10.133784638673752,148.9466666666667,70139.83985026387
52200.02530503273,14,1.8068671079740635,10.133784638673752,148.9466666666667,70139.83985026387
52560.02542114258,14,1.824993229813958,10.133784638673752,148.9466666666667,70139.83985026387
52920.02553272247,14,1.843119351425768,10.133784638673752,148.9466666666667,70139.83985026387
53280.02564430237,14,1.8612454730375785,10.133784638673752,148.9466666666667,70139.83985026387
53640.02575421333,14,1.8793715945653573,10.133784638673752,148.9466666666667,70139.83985026387
54000.025872945786,14,1.8974977165373006,10.133784638673752,148.9466666666667,70139.83985026387
54360.02598762512,14,1.915623838305169,10.133784638673752,148.9466666666667,70139.83985026387
